#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
402,3440800.2893052083,1080.3160854184212,2978.027927881362,0.0,0.0
403,15476100.72349631,17223.181142119392,17223.181142119392,0.0,1.0
404,1989875.7717877387,759.7217800864681,1625.4941964218842,0.0,0.0
405,10850681.537322793,21457.74198579084,21457.74198579084,0.0,1.0
406,9398050.60077588,15791.090449907695,15791.090449907695,0.0,1.0
407,12294730.228619056,12789.778815795293,12789.778815795293,0.0,1.0
408,2377473.739256405,671.7981337542345,1725.2628804131332,0.0,0.0
409,4136512.469623261,883.9716386261521,2824.7935387362536,0.0,0.0
410,16487595.931491077,20181.087716484122,20181.087716484122,1.0,0.0
411,17272989.64531394,8898.534030861843,8898.534030861843,1.0,0.0
412,13261760.765800297,8675.898534193933,8675.898534193933,1.0,0.0
413,15088901.227887707,10610.945751854475,10610.945751854475,0.0,1.0
414,2309156.3846675917,805.2042501697231,1863.160577095069,0.0,0.0
415,5505574.156893285,17897.00903560345,17897.00903560345,1.0,0.0
416,17335427.41201189,7609.556736282811,7609.556736282811,0.0,1.0
417,15319787.729134962,13307.467061924699,13307.467061924699,0.0,1.0
418,10889895.315090287,34545.14885447654,34545.14885447654,1.0,0.0
419,8513809.247635482,31589.791716367235,31589.791716367235,0.0,1.0
420,12121935.504743027,19055.316836822483,19055.316836822483,0.0,1.0
421,9767334.289242543,15108.112074921912,15108.112074921912,0.0,1.0
422,10464862.8206806,15304.922378523783,15304.922378523783,0.0,1.0
423,5130345.5435597915,13753.821974298271,13753.821974298271,0.0,1.0
424,8360779.12888721,25885.499314825272,25885.499314825272,0.0,1.0
425,13838727.144746508,17830.64161355931,17830.64161355931,0.0,1.0
426,11026434.920741614,16338.3277773272,16338.3277773272,0.0,1.0
427,19982726.101202205,11151.095552780735,11151.095552780735,0.0,1.0
428,12263207.567219263,17955.53615088349,17955.53615088349,0.0,1.0
429,17521946.200742237,36054.8285911149,36054.8285911149,0.0,1.0
430,3328856.2830436137,855.3906814210258,2469.706810107289,0.0,0.0
431,4696473.489591407,9083.41893301955,9083.41893301955,0.0,1.0
432,12613105.949239729,11754.708073058902,11754.708073058902,0.0,1.0
433,11051945.734391356,15350.631775506128,15350.631775506128,1.0,0.0
434,10369402.724629104,8876.07563484081,8876.07563484081,0.0,1.0
435,13369700.494387874,21330.731883373315,21330.731883373315,0.0,1.0
436,2691087.7998251473,959.3315632421318,2015.7247281357247,0.0,0.0
437,7196551.893983392,9695.36617508185,9695.36617508185,0.0,1.0
438,2030179.5214519184,656.1898141943491,1485.5281629071628,0.0,0.0
439,10580419.969263945,36771.07875143645,36771.07875143645,0.0,1.0
440,10863285.002865434,7030.9747504701245,7030.9747504701245,0.0,1.0
441,19761838.51898776,12984.145053376653,12984.145053376653,0.0,1.0
442,2253223.5847761687,12107.878451475888,12107.878451475888,1.0,0.0
443,12253544.3442377,19900.196335087912,19900.196335087912,0.0,1.0
444,2694818.8230701643,661.293575198127,1964.485867225914,0.0,0.0
445,14168183.367866829,20505.36015892426,20505.36015892426,0.0,1.0
446,2577221.4560266803,578.4302529471544,1691.0231400082105,0.0,0.0
447,17731443.88571082,9393.607082151351,9393.607082151351,0.0,1.0
448,13724781.385047374,20599.609311178116,20599.609311178116,1.0,0.0
449,12549140.898538068,15224.281567257884,15224.281567257884,1.0,0.0
450,11594080.033882916,12003.953199027672,12003.953199027672,1.0,0.0
451,2978861.9760790216,876.1056427960214,2403.8293906287804,0.0,0.0
452,2568547.309389676,662.8027799190307,1977.5048691359339,0.0,0.0
453,9825346.017573893,31038.954033174447,31038.954033174447,0.0,1.0
454,8708795.845631344,9251.858746951228,9251.858746951228,0.0,1.0
455,11474522.514211474,25336.39830052919,25336.39830052919,0.0,1.0
456,10634073.368877502,11359.753572968506,11359.753572968506,0.0,1.0
457,3093222.6067048237,809.6191086010454,2370.7461528528856,0.0,0.0
458,2546543.2872874364,920.7776425652714,2437.9961003819235,0.0,0.0
459,2633906.74162993,1308.2188881569477,2107.7240755667576,0.0,0.0
460,15903836.667362355,24070.216275769235,24070.216275769235,0.0,1.0
461,2438679.0401791385,860.3108241251314,1802.938043466776,0.0,0.0
462,11766916.522063907,12599.736310741857,12599.736310741857,0.0,1.0
463,14805426.537747411,7699.337902608595,7699.337902608595,0.0,1.0
464,17069046.4204896,23957.395986669726,23957.395986669726,1.0,0.0
465,10107653.083101887,21412.8951954961,21412.8951954961,0.0,1.0
466,2775516.0947588957,582.0208702944724,2056.8887642345862,0.0,0.0
467,15051637.854007363,27922.76817919301,27922.76817919301,0.0,1.0
468,3337616.300013515,792.2926418534072,2246.512008953055,0.0,0.0
469,10879805.077029774,20892.234376008917,20892.234376008917,0.0,1.0
470,12971680.50943596,4990.804172539066,4990.804172539066,0.0,1.0
471,2922141.522358604,939.0579164796708,2568.3831286588793,0.0,0.0
472,3030907.38698615,786.2821677338338,2421.369856154559,0.0,0.0
473,3167881.2261513616,769.1537011088435,2600.069358979379,0.0,0.0
474,3543156.483074368,888.4000684710561,2740.25196172541,0.0,0.0
475,3222861.5040553478,792.4788096538999,2369.01605666796,0.0,0.0
476,13848151.152571466,28235.28918254484,28235.28918254484,0.0,1.0
477,14582747.432535697,9287.683768875042,9287.683768875042,0.0,1.0
478,13780108.556549003,9396.217318467563,9396.217318467563,1.0,0.0
479,6994269.288179187,16714.095416009757,16714.095416009757,0.0,1.0
480,9607527.813730821,30115.97049907348,30115.97049907348,0.0,1.0
481,3174052.077218438,989.7001348363697,2655.638580046317,0.0,0.0
482,14814915.315294616,22889.925147079488,22889.925147079488,1.0,0.0
483,1422359.853135657,559.922544056803,1138.0292535295841,0.0,0.0
484,1991346.3820329688,663.0394403138363,1480.3182697591003,0.0,0.0
485,13302799.447935892,20480.062429614616,20480.062429614616,0.0,1.0
486,9753259.964214412,20659.94944088396,20659.94944088396,0.0,1.0
487,12141739.594998822,15699.884948966634,15699.884948966634,0.0,1.0
488,12592217.52151081,25471.15274801044,25471.15274801044,0.0,1.0
489,17843316.058597054,18737.18959524077,18737.18959524077,1.0,0.0
490,8794700.774821885,15208.651869301579,15208.651869301579,0.0,1.0
491,17640748.93450032,12880.847052827976,12880.847052827976,0.0,1.0
492,17611394.31078543,10327.317276189893,10327.317276189893,0.0,1.0
493,17637530.10597465,16922.0832508761,16922.0832508761,1.0,0.0
494,2864099.3797394745,731.7571443747795,1919.875829645748,0.0,0.0
495,14940089.477467954,12081.324074829874,12081.324074829874,0.0,1.0
496,2779071.284606306,675.7994162445117,1917.4520803322944,0.0,0.0
497,14990188.669423863,10775.009806545086,10775.009806545086,0.0,1.0
498,3291521.819287294,924.8199692094031,2449.6170799735846,0.0,0.0
499,11991310.577582743,11876.254995350475,11876.254995350475,0.0,1.0
